,experiment_name,n_protein,cytokine_protein,best_pdb_path,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M
115,SARS-CoV-2-WA1-N_CXCL10,SARS-CoV-2-WA1-N,CXCL10,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CXCL10/relaxed_model_1_multimer_v3_pred_0.pdb,-8.3,8.1e-07
116,SARS-CoV-2-BA.1.1-N_TNFalpha,SARS-CoV-2-BA.1.1-N,TNFalpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-7.0,7.3e-06
117,SARS-CoV-2-BQ.1-N_CCL7,SARS-CoV-2-BQ.1-N,CCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.4e-06
118,SARS-CoV-2-BA.1.1-N_CXCL1,SARS-CoV-2-BA.1.1-N,CXCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CXCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.6,1.6e-08
119,OC43-N_XCL1,OC43-N,XCL1,/AF23_complexes/complex_pdbs/OC43-N_XCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.0,4.5e-08
120,SARS-CoV-2-BA.4-N_CCL5,SARS-CoV-2-BA.4-N,CCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-7.8,2e-06
121,SARS-CoV-2-WA1-N_CCL24,SARS-CoV-2-WA1-N,CCL24,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL24/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,7.3e-08
122,SARS-CoV-2-P.1-N_IL-1alpha,SARS-CoV-2-P.1-N,IL-1alpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.4e-07
123,SARS-CoV-2-P.1-N_CCL27,SARS-CoV-2-P.1-N,CCL27,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL27/relaxed_model_1_multimer_v3_pred_0.pdb,-7.4,3.6e-06
124,SARS-CoV-2-B.1.1-N_CCL27,SARS-CoV-2-B.1.1-N,CCL27,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL27/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,7.8e-08
125,SARS-CoV-2-B.1.1-N_CXCL6,SARS-CoV-2-B.1.1-N,CXCL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CXCL6/relaxed_model_1_multimer_v3_pred_0.pdb,-10.3,2.8e-08
126,SARS-CoV-2-B.1.1-N_CCL8,SARS-CoV-2-B.1.1-N,CCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.5e-06
127,SARS-CoV-2-B.1.1.7-N_IL-23,SARS-CoV-2-B.1.1.7-N,IL-23,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_IL-23/relaxed_model_1_multimer_v3_pred_0.pdb,-16.8,4.5e-13
128,SARS-CoV-2-B.1.1.7-N_CCL4,SARS-CoV-2-B.1.1.7-N,CCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-11.0,8.4e-09
129,SARS-CoV-2-BA.1.1-N_IL6Ralpha,SARS-CoV-2-BA.1.1-N,IL6Ralpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_IL6Ralpha/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.4e-08
130,MERS-CoV-N_CCL19,MERS-CoV-N,CCL19,/AF23_complexes/complex_pdbs/MERS-CoV-N_CCL19/relaxed_model_1_multimer_v3_pred_0.pdb,-16.2,1.2e-12
131,SARS-CoV-2-BA.4-N_IL-10,SARS-CoV-2-BA.4-N,IL-10,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IL-10/relaxed_model_1_multimer_v3_pred_0.pdb,-5.8,5.8e-05
132,SARS-CoV-2-BA.2-N_IFNA2,SARS-CoV-2-BA.2-N,IFNA2,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-14.8,1.3e-11
133,SARS-CoV-2-BA.4-N_CCL24,SARS-CoV-2-BA.4-N,CCL24,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL24/relaxed_model_1_multimer_v3_pred_0.pdb,-7.9,1.7e-06
134,MERS-CoV-N_CCL25,MERS-CoV-N,CCL25,/AF23_complexes/complex_pdbs/MERS-CoV-N_CCL25/relaxed_model_1_multimer_v3_pred_0.pdb,-10.7,1.5e-08
135,SARS-CoV-2-B.1.351-N_CXCL10,SARS-CoV-2-B.1.351-N,CXCL10,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CXCL10/relaxed_model_1_multimer_v3_pred_0.pdb,-7.8,1.8e-06
136,SARS-CoV-2-BA.4-N_CXCL4,SARS-CoV-2-BA.4-N,CXCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CXCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,7.4e-08
137,OC43-N_CCL7,OC43-N,CCL7,/AF23_complexes/complex_pdbs/OC43-N_CCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-8.6,4.7e-07
138,SARS-CoV-2-P.1-N_CCL18,SARS-CoV-2-P.1-N,CCL18,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL18/relaxed_model_1_multimer_v3_pred_0.pdb,-6.3,2.3e-05
139,SARS-CoV-2-B.1.1-N_IFNgamma,SARS-CoV-2-B.1.1-N,IFNgamma,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_IFNgamma/relaxed_model_1_multimer_v3_pred_0.pdb,-6.0,3.7e-05
140,SARS-CoV-2-WA1-N_CCL22,SARS-CoV-2-WA1-N,CCL22,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL22/relaxed_model_1_multimer_v3_pred_0.pdb,-11.1,7.3e-09
141,SARS-CoV-2-B.1.1.7-N_CCL8,SARS-CoV-2-B.1.1.7-N,CCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-8.7,3.9e-07
142,SARS-CoV-2-P.1-N_CCL16,SARS-CoV-2-P.1-N,CCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-8.7,4.5e-07
143,SARS-CoV-2-B.1.351-N_IL-1beta,SARS-CoV-2-B.1.351-N,IL-1beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-8.7,4.3e-07
144,BANAL-20-52-N_CCL1,BANAL-20-52-N,CCL1,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,1e-06
145,SARS-CoV-2-WA1-N_TNFalpha,SARS-CoV-2-WA1-N,TNFalpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-7.4,4e-06
146,SARS-CoV-2-XBB-N_IL-13,SARS-CoV-2-XBB-N,IL-13,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_IL-13/relaxed_model_1_multimer_v3_pred_0.pdb,-8.0,1.4e-06
147,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL15,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL15,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL15/relaxed_model_1_multimer_v3_pred_0.pdb,-13.1,2.5e-10
148,OC43-N_CXCL12beta,OC43-N,CXCL12beta,/AF23_complexes/complex_pdbs/OC43-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-14.1,4.3e-11
149,BANAL-20-52-N_CXCL2,BANAL-20-52-N,CXCL2,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CXCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-10.7,1.5e-08
150,SARS-CoV-2-P.1-N_CXCL9,SARS-CoV-2-P.1-N,CXCL9,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CXCL9/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,7.4e-07
151,SARS-CoV-2-WA1-N_CXCL3,SARS-CoV-2-WA1-N,CXCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CXCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-10.0,4.8e-08
152,SARS-CoV-2-BA.1.1-N_CCL4L1,SARS-CoV-2-BA.1.1-N,CCL4L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CCL4L1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.0,2.6e-07
153,SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL5,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-8.8,3.5e-07
154,SARS-CoV-2-BA.2-N_CXCL5,SARS-CoV-2-BA.2-N,CXCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-10.0,4.3e-08
155,SARS-CoV-2-B.1.1-N_CCL17,SARS-CoV-2-B.1.1-N,CCL17,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL17/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.1e-08
156,SARS-CoV-2-B.1.351-N_CX3CL1,SARS-CoV-2-B.1.351-N,CX3CL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CX3CL1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,1e-06
157,RaTG13-N_IL-13,RaTG13-N,IL-13,/AF23_complexes/complex_pdbs/RaTG13-N_IL-13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.8,1.9e-06
158,SARS-CoV-2-BA.2-N_CXCL6,SARS-CoV-2-BA.2-N,CXCL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CXCL6/relaxed_model_1_multimer_v3_pred_0.pdb,-10.8,1.2e-08
159,SARS-CoV-N_CX3CL1,SARS-CoV-N,CX3CL1,/AF23_complexes/complex_pdbs/SARS-CoV-N_CX3CL1/relaxed_model_1_multimer_v3_pred_0.pdb,-11.9,1.9e-09
160,SARS-CoV-2-P.1-N_CCL8,SARS-CoV-2-P.1-N,CCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,9.6e-07
161,SARS-CoV-2-B.1.1.7-N_IFNomega,SARS-CoV-2-B.1.1.7-N,IFNomega,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_IFNomega/relaxed_model_1_multimer_v3_pred_0.pdb,-18.0,6.6e-14
162,SARS-CoV-2-BA.1.1-N_CXCL13,SARS-CoV-2-BA.1.1-N,CXCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CXCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-13.1,2.3e-10
163,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL3L1,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL3L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL3L1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.5,5.5e-07
164,SARS-CoV-N_CCL24,SARS-CoV-N,CCL24,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL24/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1.1e-07
165,BANAL-20-52-N_CXCL4,BANAL-20-52-N,CXCL4,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CXCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-10.9,1.1e-08
166,SARS-CoV-2-BA.1.1-N_XCL1,SARS-CoV-2-BA.1.1-N,XCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_XCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.5,2e-08
167,MERS-CoV-N_IL-18BP,MERS-CoV-N,IL-18BP,/AF23_complexes/complex_pdbs/MERS-CoV-N_IL-18BP/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.3e-07
168,BANAL-20-52-N_CCL3,BANAL-20-52-N,CCL3,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-8.6,4.6e-07
169,OC43-N_CCL14,OC43-N,CCL14,/AF23_complexes/complex_pdbs/OC43-N_CCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-8.0,1.4e-06
170,SARS-CoV-2-B.1.1.7-N_CXCL7,SARS-CoV-2-B.1.1.7-N,CXCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CXCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-8.5,5.7e-07
171,SARS-CoV-2-B.1.351-N_IL-12p70,SARS-CoV-2-B.1.351-N,IL-12p70,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_IL-12p70/relaxed_model_1_multimer_v3_pred_0.pdb,-15.1,8.2e-12
172,BANAL-20-52-N_IL-35,BANAL-20-52-N,IL-35,/AF23_complexes/complex_pdbs/BANAL-20-52-N_IL-35/relaxed_model_1_multimer_v3_pred_0.pdb,-13.8,7.4e-11
173,SARS-CoV-2-B.1.1.529-N_CCL20,SARS-CoV-2-B.1.1.529-N,CCL20,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CCL20/relaxed_model_1_multimer_v3_pred_0.pdb,-11.6,3.1e-09
174,OC43-N_CXCL14,OC43-N,CXCL14,/AF23_complexes/complex_pdbs/OC43-N_CXCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-9.0,2.4e-07
175,SARS-CoV-2-XBB-N_CCL14,SARS-CoV-2-XBB-N,CCL14,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.4e-08
176,SARS-CoV-2-B.1.1.529-N_TNFalpha,SARS-CoV-2-B.1.1.529-N,TNFalpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-7.5,2.9e-06
177,SARS-CoV-2-B.1.617.2-DeltaA-N_IL-18,SARS-CoV-2-B.1.617.2-DeltaA-N,IL-18,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_IL-18/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.4e-07
178,SARS-CoV-2-BA.2-N_CXCL12beta,SARS-CoV-2-BA.2-N,CXCL12beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-6.9,8.2e-06
179,SARS-CoV-2-P.1-N_CXCL8,SARS-CoV-2-P.1-N,CXCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CXCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-12.0,1.7e-09
180,SARS-CoV-2-BA.1.1-N_CCL17,SARS-CoV-2-BA.1.1-N,CCL17,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CCL17/relaxed_model_1_multimer_v3_pred_0.pdb,-10.5,2.2e-08
181,SARS-CoV-2-BA.1.1-N_TNFbeta,SARS-CoV-2-BA.1.1-N,TNFbeta,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_TNFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-7.1,6.4e-06
182,SARS-CoV-2-B.1.1.529-N_IL6,SARS-CoV-2-B.1.1.529-N,IL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_IL6/relaxed_model_1_multimer_v3_pred_0.pdb,-6.8,1e-05
183,BANAL-20-52-N_IL6Ralpha,BANAL-20-52-N,IL6Ralpha,/AF23_complexes/complex_pdbs/BANAL-20-52-N_IL6Ralpha/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.4e-08
184,SARS-CoV-2-BA.4-N_IL-18BP,SARS-CoV-2-BA.4-N,IL-18BP,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IL-18BP/relaxed_model_1_multimer_v3_pred_0.pdb,-10.1,3.7e-08
185,RaTG13-N_CXCL12alpha,RaTG13-N,CXCL12alpha,/AF23_complexes/complex_pdbs/RaTG13-N_CXCL12alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-7.7,2.1e-06
186,SARS-CoV-2-B.1.1.7-N_CCL17,SARS-CoV-2-B.1.1.7-N,CCL17,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL17/relaxed_model_1_multimer_v3_pred_0.pdb,-8.8,3.2e-07
187,SARS-CoV-2-P.1-N_CCL25,SARS-CoV-2-P.1-N,CCL25,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL25/relaxed_model_1_multimer_v3_pred_0.pdb,-11.1,7e-09
188,SARS-CoV-2-XBB-N_CCL23,SARS-CoV-2-XBB-N,CCL23,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,3e-07
189,SARS-CoV-2-B.1.617.2-DeltaA-N_TNFbeta,SARS-CoV-2-B.1.617.2-DeltaA-N,TNFbeta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_TNFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-7.9,1.7e-06
190,SARS-CoV-2-XBB-N_CCL5,SARS-CoV-2-XBB-N,CCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-11.1,7.6e-09
191,SARS-CoV-2-B.1.351-N_CXCL7,SARS-CoV-2-B.1.351-N,CXCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CXCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-7.5,3e-06
192,SARS-CoV-2-BA.1.1-N_IL-18,SARS-CoV-2-BA.1.1-N,IL-18,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_IL-18/relaxed_model_1_multimer_v3_pred_0.pdb,-5.9,5e-05
193,MERS-CoV-N_CCL3L1,MERS-CoV-N,CCL3L1,/AF23_complexes/complex_pdbs/MERS-CoV-N_CCL3L1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.9,1e-08
194,MERS-CoV-N_CCL16,MERS-CoV-N,CCL16,/AF23_complexes/complex_pdbs/MERS-CoV-N_CCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-10.7,1.5e-08
195,RaTG13-N_CCL5,RaTG13-N,CCL5,/AF23_complexes/complex_pdbs/RaTG13-N_CCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-11.2,6.5e-09
196,SARS-CoV-2-BQ.1-N_CXCL2,SARS-CoV-2-BQ.1-N,CXCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CXCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-10.0,4.6e-08
197,SARS-CoV-2-XBB-N_CXCL5,SARS-CoV-2-XBB-N,CXCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.2e-07
198,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL11,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-6.7,1.3e-05
199,SARS-CoV-2-B.1.1.529-N_CXCL7,SARS-CoV-2-B.1.1.529-N,CXCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CXCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,9.6e-07
200,SARS-CoV-2-BA.4-N_CCL8,SARS-CoV-2-BA.4-N,CCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-8.5,5.6e-07
201,SARS-CoV-2-BQ.1-N_CCL16,SARS-CoV-2-BQ.1-N,CCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.2e-07
202,OC43-N_IL-18,OC43-N,IL-18,/AF23_complexes/complex_pdbs/OC43-N_IL-18/relaxed_model_1_multimer_v3_pred_0.pdb,-11.2,6.3e-09
203,SARS-CoV-2-WA1-N_CCL23,SARS-CoV-2-WA1-N,CCL23,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-7.7,2.1e-06
204,SARS-CoV-N_CCL13,SARS-CoV-N,CCL13,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,2.9e-07
205,SARS-CoV-2-B.1.351-N_CCL23,SARS-CoV-2-B.1.351-N,CCL23,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-9.6,9.1e-08
206,SARS-CoV-2-BQ.1-N_IL-12p70,SARS-CoV-2-BQ.1-N,IL-12p70,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_IL-12p70/relaxed_model_1_multimer_v3_pred_0.pdb,-11.6,3.2e-09
207,SARS-CoV-2-B.1.351-N_CCL1,SARS-CoV-2-B.1.351-N,CCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-11.5,3.8e-09
208,SARS-CoV-2-B.1.1.7-N_CXCL6,SARS-CoV-2-B.1.1.7-N,CXCL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CXCL6/relaxed_model_1_multimer_v3_pred_0.pdb,-9.1,2e-07
209,RaTG13-N_CCL15,RaTG13-N,CCL15,/AF23_complexes/complex_pdbs/RaTG13-N_CCL15/relaxed_model_1_multimer_v3_pred_0.pdb,-13.5,1.2e-10
210,SARS-CoV-2-B.1.1.7-N_IL6Ralpha,SARS-CoV-2-B.1.1.7-N,IL6Ralpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_IL6Ralpha/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.9e-08
211,SARS-CoV-2-BA.1.1-N_CCL5,SARS-CoV-2-BA.1.1-N,CCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-10.7,1.4e-08
212,OC43-N_CCL19,OC43-N,CCL19,/AF23_complexes/complex_pdbs/OC43-N_CCL19/relaxed_model_1_multimer_v3_pred_0.pdb,-11.1,7.1e-09
213,SARS-CoV-2-BA.1.1-N_IL-18BP,SARS-CoV-2-BA.1.1-N,IL-18BP,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_IL-18BP/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.2e-06
214,SARS-CoV-2-B.1.1.529-N_CCL17,SARS-CoV-2-B.1.1.529-N,CCL17,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CCL17/relaxed_model_1_multimer_v3_pred_0.pdb,-8.6,4.8e-07
215,SARS-CoV-N_CCL18,SARS-CoV-N,CCL18,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL18/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.1e-06
216,SARS-CoV-2-P.1-N_CCL13,SARS-CoV-2-P.1-N,CCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.0,7.9e-06
217,SARS-CoV-2-B.1.351-N_CCL5,SARS-CoV-2-B.1.351-N,CCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-10.3,2.9e-08
218,BANAL-20-52-N_XCL1,BANAL-20-52-N,XCL1,/AF23_complexes/complex_pdbs/BANAL-20-52-N_XCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-11.2,5.8e-09
219,SARS-CoV-2-B.1.351-N_CCL14,SARS-CoV-2-B.1.351-N,CCL14,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1.1e-07
220,SARS-CoV-2-B.1.1-N_CCL28,SARS-CoV-2-B.1.1-N,CCL28,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL28/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,8.1e-08
221,RaTG13-N_XCL1,RaTG13-N,XCL1,/AF23_complexes/complex_pdbs/RaTG13-N_XCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.5,5.5e-07
222,SARS-CoV-2-B.1.1.529-N_CX3CL1,SARS-CoV-2-B.1.1.529-N,CX3CL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CX3CL1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.6e-07
223,SARS-CoV-2-XBB-N_CXCL12beta,SARS-CoV-2-XBB-N,CXCL12beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-7.4,3.9e-06
224,SARS-CoV-2-BA.4-N_CCL16,SARS-CoV-2-BA.4-N,CCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.6e-08
225,SARS-CoV-2-BQ.1-N_IL-13,SARS-CoV-2-BQ.1-N,IL-13,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_IL-13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.1,6.3e-06
226,RaTG13-N_CCL4L1,RaTG13-N,CCL4L1,/AF23_complexes/complex_pdbs/RaTG13-N_CCL4L1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.7,1.3e-08
227,RaTG13-N_IL-23,RaTG13-N,IL-23,/AF23_complexes/complex_pdbs/RaTG13-N_IL-23/relaxed_model_1_multimer_v3_pred_0.pdb,-18.6,2.3e-14
228,SARS-CoV-2-B.1.351-N_CXCL12alpha,SARS-CoV-2-B.1.351-N,CXCL12alpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CXCL12alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.1e-08
229,SARS-CoV-N_CCL3L1,SARS-CoV-N,CCL3L1,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL3L1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,3e-07
